,review_content
13859,"['script', 'feminine', 'perspective', 'help', 'elevate', 'film', 'egoyan', 'usual', 'sexy', 'satisfy', 'thriller', 'something', 'tad', 'insightful']"
23624,"['comic', 'commotion', 'ocean', 'via', 'fabulous', 'four', 'marx', 'brother']"
44113,"['ultimately', 'think', 'michael', 'almereyda', 'modern', 'day', 'adaptation', 'hamlet', 'really', 'work', 'lot', 'fun', 'along', 'way']"
38030,"['movie', 'would', 'meander', 'along', 'go', 'anywhere', 'pow', 'enormous', 'laugh', 'meander', 'pow']"
3111,"['serve', 'duty', 'point', 'main', 'failure', 'film', 'equally', 'obligatory', 'say', 'film', 'end', 'well', 'understanding', 'oppose', 'interest', 'deconstruct', 'iraq', 'medium', 'coverage', 'conveys']"
15799,"['hamm', 'lucas', 'performance', 'fine', 'first', 'time', 'director', 'anders', 'anderson', 'heavy', 'hand', 'overwrought', 'portray', 'emotional', 'turmoil', 'clichs']"
4293,"['state', 'art', 'kid', 'pleaser', 'sure', 'recession', 'weary', 'parent', 'probably', 'find', 'mite', 'obnoxious']"
28761,"['cukor', 'guidance', 'crawford', 'give', 'one', 'least', 'mannered', 'performance', 'noir', 'remake', 'ingrid', 'bergman', 'swedish', 'film', 'woman', 'whose', 'scarred', 'face', 'make', 'bitter']"
13818,"['seductive', 'mostly', 'intrigue', 'erotic', 'thriller', 'eventually', 'lose', 'steam', 'veers', 'toward', 'silliness', 'fail', 'trust', 'audience', 'intelligence', 'amanda', 'seyfried', 'sizzle']"
40551,"['lot', 'less', 'scary']"
3251,"['end', 'know', 'delirious', 'much', 'say', 'fame', 'game', 'laugh', 'nonetheless']"
22950,"['classic', 'shoot', 'young', 'viewer']"
4392,"['feel', 'good', 'japanese', 'horror', 'remake', 'vehicle', 'year', 'bad', 'thing']"
37592,"['yuen', 'toss', 'nimble', 'elegantly', 'witty', 'solution', 'life', 'vex', 'problem', 'regard', 'room', 'full', 'bad', 'guy', 'take', 'thwak', 'answer']"
17210,"['sluggish', 'direction', 'jeannot', 'szwarc', 'keep', 'event', 'little', 'serious', 'make', 'hollow', 'dialogue', 'sound', 'even', 'phony']"
6699,"['funny', 'ish', 'moment', 'filmmaker', 'rely', 'much', 'self', 'parody']"
44448,"['discount', 'certain', 'holiday', 'theme', 'movie', 'rarely', 'film', 'touch', 'season', 'release', 'go', 'second']"
36718,"['rather', 'routine', 'buddy', 'action', 'comedy', 'concentrate', 'bit', 'comedy', 'side', 'less', 'action']"
18974,"['eerily', 'transcendent', 'dress', 'kill', 'layer', 'machine', 'target', 'character', 'work', 'sort', 'tension', 'best', 'best', 'filmmaker', 'ratchet']"
20036,"['cassavetes', 'great', 'villain']"
31476,"['jump', 'adroitly', 'macho', 'anti', 'macho', 'romantic', 'anti', 'romantic']"
37351,"['physical', 'production', 'film', 'authentic', 'compelling', 'get', 'beyond', 'second']"
34626,"['crawford', 'pack', 'phallic', 'pistol', 'traipses', 'rain', 'transparent', 'slip', 'share', 'fantasy', 'babe']"
12556,"['whenever', 'writer', 'director', 'oren', 'moverman', 'move', 'past', 'scatter', 'admittedly', 'voyeuristic', 'moment', 'live', 'two', 'soldier', 'movie', 'drift', 'receive', 'wisdom', 'unconvincing', 'romance']"
2290,"['one', 'sequel', 'surpass', 'original']"
2873,"['tragic', 'tale', 'teen', 'rebellion', 'misplace', 'faith', 'sober', 'sober', 'account', 'young', 'girl', 'untimely', 'end', 'make', 'enthral', 'great', 'performance', 'restrain', 'direction']"
26635,"['jewel', 'pink', 'panther', 'series']"
6466,"['nothing', 'wrong', 'rocker', 'ordinary', 'spectacular', 'degree']"
46462,"['film', 'ironically', 'soul']"
49463,"['robbery', 'intrigue', 'enough', 'pity', 'film', 'lack', 'david', 'mamet', 'signature', 'dialogue']"
3951,"['christmas', 'carol', 'whiz', 'bang', 'thrill', 'ride', 'emotional', 'satisfaction', 'squeeze']"
17221,"['basically', 'rubbish', 'star', 'power', 'funny', 'bobcat', 'goldthwait']"
22094,"['remake', 'lack', 'magic', 'original', 'camp', 'entertain', 'disaster', 'movie', 'time']"
39806,"['provide', 'lot', 'entertainment', 'well', 'food', 'thought']"
33835,"['red', 'convince', 'importance', 'chance', 'encounter', 'quest', 'love', 'meaning', 'life']"
39298,"['vanilla', 'sweet', 'overly', 'generous', 'help', 'make', 'sick', 'put', 'good', 'humor', 'day', 'long']"
27593,"['isabel', 'jewell', 'seamstress', 'register', 'unforgettably', 'emotional', 'scene', 'sort', 'difficult', 'render', 'restraint', 'ronald', 'colman', 'attain', 'fine', 'maturity', 'give', 'real', 'depth', 'sidney', 'carton']"
26577,"['time', 'great', 'western', 'metaphysical', 'undertone']"
45805,"['film', 'waste', 'lot', 'good', 'actor']"
358,"['film', 'take', 'art', 'argue', 'subject', 'could', 'certainly', 'use', 'lumet', 'window', 'strain', 'civic', 'duty', 'continue', 'serve', 'mightily']"
23356,"['eviscerate', 'soon', 'january', '1927', 'berlin', 'premiere', 'fritz', 'lang', 'masterpiece', 'matrix', 'movie', 'past', 'year']"
27705,"['deixa', 'ser', 'problemtico', 'que', 'mais', 'eficaz', 'do', 'episdios', 'seja', 'justamente', 'aquele', 'que', 'carregue', 'humor', 'por', 'sinal', 'price', 'lorre', 'esto', 'divertidssimos', 'suas', 'cenas', 'conjuntas']"
38540,"['visually', 'rich', 'extremely', 'well', 'constructed', 'story', 'show', 'little', 'nerve']"
31343,"['bad', 'allen', 'farrow', 'scandal', 'erupt', 'movie', 'one', 'allen', 'best', 'serio', 'comedy', 'wonderful', 'performance', 'particularly', 'judy', 'davis', 'question', 'life', 'imitate', 'art', 'art', 'imitate', 'life', 'inevitable', 'watching']"
22609,"['vicious', 'violent', 'story', 'set', 'corrupt', 'prison', 'star', 'stallone', 'sutherland']"
2081,"['film', 'stately', 'production', 'move', 'walk', 'thick', 'gruel']"
31546,"['cast', 'unforgiving', 'eye', 'insider', 'outsider', 'perspectives', 'brutality', 'hypocrisy', 'enlighten', 'nation', 'restoration', 'period']"
4563,"['lucky', 'one', 'dull', 'actor', 'quite', 'nicely', 'especially', 'mcadams', 'feisty', 'gorgeous', 'mercurial', 'mood', 'ring']"
2052,"['polanski', 'twist', 'serious', 'credible', 'movie', 'great', 'many', 'virtue', 'gorgeous', 'cinematography', 'activist', 'zeal', 'chief', 'among', 'something', 'watch', 'rather', 'lose']"
14560,"['exactly', 'invent', 'wheel', 'still', 'pleasant', 'surprise']"
9376,"['cringe', 'worthy', 'crude', 'comedy', 'bark', 'bite']"
35379,"['georgia', 'simply', 'plot', 'movie', 'descent', 'recovery', 'complex', 'deeply', 'knowledgeable', 'story', 'alcoholism', 'mental', 'illness', 'really', 'family', 'disease']"
8184,"['journey', 'worth', 'take']"
26509,"['black', 'private', 'dick', 'center', 'still', 'enjoyable', 'flick', 'shaft']"
13775,"['egoyan', 'give', 'titular', 'character', 'band', 'interesting', 'clothes', 'give', 'seyfried', 'absolutely', 'nothing', 'build', 'character', 'blank', 'psycho', 'egoyan', 'film', 'late', 'night', 'cinemax', 'fare', 'give', 'high', 'gloss']"
24290,"['sometimes', 'overwrought', 'excess', 'reward', 'obsession', 'even', 'little', 'subtle', 'make', 'even', 'little', 'sense', 'bore', 'logical', 'plane', 'work']"
26845,"['uneasy', 'marriage', 'cliched', 'melodrama', 'music', 'odd', 'march', 'time', 'technique']"
45033,"['sort', 'thing', 'may', 'cup', 'tea', 'lovely', 'brew']"
49581,"['kidman', 'thrown', 'role', 'lady', 'macbeth', 'london', 'stage', 'formidable', 'result']"
47635,"['pat', 'connor', 'emotional', 'drama', 'disappointingly', 'contrive', 'charlize', 'theron', 'decentm', 'keanu', 'reeve', 'seem', 'lose']"
1976,"['big', 'fail', 'baxter', 'humor', 'often', 'obscure']"
17412,"['hard', 'underestimate', 'impact', 'time', 'still', 'effective', 'day']"
26280,"['ultimately', 'really', 'difficult', 'care', 'storyline', 'character', 'scanner']"
43904,"['back', 'narrative', 'corner', 'lisa', 'krueger', 'commit', 'delightfully', 'unpredictable', 'experience']"
1167,"['music', 'appreciation', 'student', 'might', 'buy', 'ticket', 'expect', 'film', 'version', 'wagner', 'popular', 'opera', 'sadly', 'sort', 'opera', 'see', 'kind', 'proceed', 'word', 'soap']"
8940,"['fascinate', 'bundle', 'contradiction', 'authentic', 'million', 'detail', 'deeply', 'romanticize', 'others', 'cool', 'calm', 'collect', 'love', 'story', 'gangster', 'picture']"
31304,"['solid', 'adventure', 'tale', 'tell', 'intelligence', 'great', 'energy']"
5713,"['good', 'great', 'film', 'quality', 'cast', 'turn', 'fine', 'performance', 'movie', 'aim', 'profound']"
14926,"['overall', 'feel', 'uneven', 'sprawl', 'strangely', 'incomplete']"
17052,"['olivier', 'staggeringly', 'good', 'know', 'bad', 'star', 'support', 'contribute', 'gleaming', 'performance']"
38185,"['steel', 'movie', 'excite', 'even', 'entertain', 'exists', 'move', 'merchandise', 'specifically', 'shaquille', 'neal', 'oversized', 'physique', 'marketing', 'machine']"
17197,"['godfather', 'like', 'saga', 'moment']"
36541,"['faint', 'hearted', 'much', 'big']"
44719,"['like', 'war', 'long', 'bloody', 'unlike', 'war', 'pay', 'end']"
13475,"['techno', 'fuel', 'visual', 'effect', 'extravaganza', 'tron', 'legacy', 'quite', 'sequel', 'imagine']"
40802,"['life', 'frustrate', 'experience', 'every', 'time', 'appear', 'close', 'make', 'connection', 'character', 'fall', 'back', 'lame', 'joke', 'reassure', 'viewer', 'still', 'watch', 'comedy']"
5459,"['ena', 'tzak', 'pot', 'sta', 'klise', 'poy', 'paradoksos', 'leitoyrgei', 'anapanteha', 'apotelesmatika', 'kyrios', 'hari', 'stin', 'yperballoysa', 'karikatoyristiki', 'apeikonisi', 'ton', 'haraktiron', 'poy', 'stigmes', 'ftanei', 'anegkefala', 'ksekardistiko', 'kai', 'sti', 'himeia', 'toy', 'zeygoys', 'ton', 'ermineyton']"
8705,"['knightley', 'shine', 'tale', 'grace', 'pressure']"
43877,"['graham', 'finally', 'delivers', 'star', 'performance', 'promising', 'long']"
37824,"['represent', 'thing', 'really', 'really', 'dislike', 'hollywood', 'overblown', 'product']"
8310,"['mortensen', 'come', 'another', 'haunting', 'performance', 'mix', 'cerebral', 'physical']"
13379,"['ong', 'bak', 'slicker', 'production', 'wise', 'original', 'much', 'noisy', 'action', 'thai', 'foley', 'artist', 'must', 'make', 'fortune', 'insert', 'thud', 'grunt']"
24700,"['allusion', 'baudelaire', 'beardsley', 'wilde', 'motion', 'picture', 'mean', 'adult', 'audience', 'could', 'sense', 'youth', 'run', 'wilde', 'wickedness', 'perpetrate', 'title', 'character', 'offscreen', 'space', 'frame']"
25117,"['nigh', 'perfect', 'swashbuckler']"
38546,"['unfortunately', 'company', 'cinematic', 'royalty', 'little', 'mermaid', 'pocahontas', 'lion', 'king', 'anastasia', 'like', 'real', 'life', 'woman', 'inspire', 'seem', 'like', 'pretender', 'rather', 'contender']"
5576,"['movie', 'bring', 'back', 'danger', 'humane', 'humor', 'strong', 'silent', 'men', 'action']"
19606,"['brutally', 'ugly', 'irresistably', 'entertain']"
3429,"['whole', 'movie', 'may', 'concoct', 'synthesizer']"
39946,"['competent', 'nothing']"
24259,"['lewis', 'uneven', 'take', 'jekyll', 'hyde', 'fun', 'moment', 'time', 'sentimental', 'cloying']"
15936,"['fun', 'call', 'back', 'gruesome', 'predecessor', 'lack', 'machismo', 'certainly', 'make', 'atmosphere']"
33021,"['although', 'already', 'film', 'three', 'time', 'sound', 'era', 'black', 'beauty', 'never', 'put', 'onscreen', 'faithfully', 'well', 'situation', 'partially', 'remedied', 'affect', 'rather', 'grave', 'rendition', 'child', 'perennial']"
39567,"['negotiator', 'slogs', 'two', 'hour', 'minute', 'hardly', 'real', 'laugh', 'genuine', 'thrill']"
18670,"['movie', 'great', 'subtlety', 'strength', 'mar', 'mechanical', 'way', 'last', 'act', 'play']"
4997,"['sure', 'inspire', 'debate', 'france', 'germany', 'obvious', 'interest', 'anyone', 'follow', 'root', 'modern', 'international', 'terrorism', 'doc', 'probe', 'gray', 'area', 'colorful', 'life', 'controversial', 'limelight', 'court', 'subject']"
20503,"['rosalind', 'russell', 'strenuously', 'overact', 'central', 'role', 'backstage', 'mama', 'whose', 'tenacity', 'tigerish']"
16874,"['fact', 'film', 'degenerate', 'toward', 'dull', 'funk', 'conclude', 'moment', 'rob', 'unmatched', 'pictorial', 'beauty', 'sensitive', 'imaginative', 'use', 'technicolor', 'yet', 'record']"
15534,"['film', 'like', 'central', 'family', 'succeed', 'best', 'circumstance', 'find']"
228,"['indie', 'real', 'pedigree', 'smart', 'holofcener', 'comedy', 'manner', 'well', 'observered', 'well', 'worth', 'watch']"
32172,"['truly', 'creepy', 'cast', 'add', 'suspense']"
41920,"['movie', 'come', 'awfully', 'close', 'dream', 'production']"
9072,"['public', 'enemy', 'traffic', 'accumulation', 'detail', 'expense', 'big', 'picture']"
3560,"['somewhere', 'happen', 'great', 'movie', 'struggle', 'break', 'free', 'concept', 'fantastic', 'poor', 'dialogue', 'combine', 'even', 'bad', 'performance', 'make', 'disappointing', 'frustrating', 'minute', 'film']"
44116,"['hamlet', 'drama', 'large', 'life', 'version', 'play', 'like', 'fox', 'network', 'soap', 'opera']"
30454,"['prof', 'maverick', 'virtuoso', 'like', 'scorsese', 'set', 'mind', 'make', 'mainstream', 'movie', 'one', 'thing', 'well', 'anyone', 'else']"
38461,"['leder', 'try', 'bring', 'sense', 'grief', 'body', 'count', 'happy', 'genre', 'way', 'every', 'time', 'kidman', 'clooney', 'take', 'break', 'movie', 'star', 'banter', 'mourn', 'death', 'ring', 'hollow']"
3994,"['want', 'christmas', 'robert', 'zemeckis', 'stop', 'making', 'cap', 'movie']"
7877,"['brood', 'atmospheric', 'exercise', 'upscale', 'psychological', 'horror']"
34669,"['talent', 'display', 'waste', 'movie']"
25425,"['get', 'lose', 'mix', 'others', 'slasher', 'decade', 'prowler', 'still', 'worth', 'watch', 'fan', 'slasher', 'genre', 'appreciate', 'movie']"
48643,"['may', 'bad', 'bad', 'good']"
42257,"['big', 'screen', 'really', 'worth', 'unless', 'truly', 'like', 'jim', 'carrey', 'definitely', 'get', 'oscar', 'nod', 'performance', 'want', 'see', 'andy', 'performance']"
31671,"['shameless', 'oscar', 'bid', 'movie']"
33464,['moonstruck']
38662,"['film', 'noir', 'spectacularly', 'photograph', 'set', 'piece']"
47792,"['clumsy', 'romance', 'page', 'bartender', 'jason', 'lee', 'failure', 'plot', 'wise', 'reason', 'charm', 'rude', 'bizarre', 'behavior']"
33637,"['must', 'see', 'movie', 'anyone', 'interest', 'modern', 'poetry', 'generally', 'ginsberg', 'specifically']"
21988,"['chronicle', 'colonialism', 'pose', 'easy', 'dismiss', 'artifact', 'yet', 'reveal', 'endure', 'statement', 'people', 'get', 'along']"
42830,"['version', 'play', 'somewhat', 'fast', 'loose', 'original', 'story', 'even', 'heroine', 'character', 'still', 'much', 'jane', 'austen']"
31565,"['apart', 'give', 'western', 'genre', 'powerful', 'boost', 'unforgiven', 'wonder', 'eastwood', 'profile']"
7844,"['sort', 'futuristic', 'fantasy', 'western', 'searcher', 'granddad', 'priest', 'action', 'adventure', 'attract', 'fan', 'graphic', 'novel', 'folk', 'like', 'fantasy', 'general']"
23744,"['filmmaker', 'alfred', 'hitchcock', 'infuse', 'mr', 'smith', 'light', 'breezy', 'feel', 'certainly', 'complement', 'norman', 'krasna', 'less', 'substantial', 'screenplay']"
11784,"['stepfather', 'studio', 'produce', 'drivel', 'put', 'negative', 'label', 'horror', 'movie', 'psychological', 'chiller', 'pleasure', 'watch', 'easily', 'able', 'pick', 'apart']"
35332,"['dead', 'man', 'walk', 'could', 'easily', 'manipulative', 'exploitative', 'neither', 'instead', 'hard', 'hit', 'drama', 'neither', 'accepts', 'offer', 'quarter']"
45260,"['compel', 'french', 'drama', 'nature', 'obsessive', 'fan', 'dom', 'strong', 'central', 'performance', 'isild', 'lebesco', 'emmanuelle', 'seigner']"
19514,"['middle', 'brow', 'comedy', 'make', 'wonder', 'minnelli', 'reputation']"
24571,"['potter', 'adapt', 'immensely', 'successful', 'british', 'series', 'hollywood', 'script', 'maintain', 'intelligence', 'well', 'musical', 'number']"
20436,"['meager', 'plot', 'follow', 'bear', 'lumber', 'slice', 'tourist', 'get', 'picnic', 'basket', 'pursue', 'heroic', 'forest', 'ranger', 'george', 'naturalist', 'jaeckel']"
4939,"['may', 'manna', 'teen', 'girl', 'kind', 'critical', 'eye', 'find', 'convincingly', 'make', 'last', 'trinian', 'movie', 'play', 'though', 'lively', 'abandon']"
45061,"['wonderfully', 'kilter', 'comedy', 'pot', 'persistence', 'survival']"
41196,"['good', 'fun']"
1082,"['man', 'hunt', 'track', 'shot', 'literally', 'track', 'shot', 'lang', 'camera', 'glide', 'pursuit', 'quarry', 'participate', 'movie', 'hero', 'refers', 'sport', 'stalk']"
12918,"['never', 'quite', 'manage', 'fully', 'successful', 'onslaught', 'intend', 'enough', 'spark', 'general', 'debate', 'way', 'homosexuality', 'marginalise', 'thanks', 'self', 'delude', 'self', 'serve', 'politico']"
28359,"['one', 'rare', 'thing', 'one', 'joke', 'comedy', 'actually', 'work']"
13012,"['tell', 'director', 'anthony', 'fabian', 'skin', 'exasperatingly', 'choppy', 'exceptionally', 'move']"
36665,"['hunchback', 'message', 'beauty', 'skin', 'deep', 'go', 'far']"
24871,"['make', 'point', 'blank', 'extraordinary', 'boorman', 'virtuoso', 'use', 'unconventional', 'avant', 'garde', 'stylistics', 'saturate', 'proceeding', 'classical', 'noir', 'mood', 'existential', 'torpor', 'romanticize', 'fatalism']"
25989,"['deal', 'reagan', 'mad', 'vision', 'bellicose', 'secretive', 'consumer', 'wonderland', 'city', 'hill']"
36659,"['stick', 'faithfully', 'broad', 'theme', 'hugo', 'story', 'desolation', 'desire', 'trust', 'betrayal', 'thereof', 'creator', 'fashion', 'poignant', 'deeply', 'moral', 'story', 'roll', 'disney', 'storyboards', 'decade']"
7573,"['passable', 'entertainment', 'definitely', 'par', 'usual', 'dicaprio', 'crowe', 'ridley', 'scott', 'output']"
48670,"['every', 'often', 'need', 'pulverize', 'mind', 'something', 'slickly', 'generic', 'absurdly', 'entertain']"
7024,"['total', 'head', 'scratch', 'entertainment']"
2292,"['film', 'clé', 'son', 'genre']"
19139,"['one', 'tempt', 'wonder', 'aloud', 'drug', 'booze', 'actually', 'direct', 'relatively', 'woeful', 'flick']"
24807,"['fascinate', 'premise', 'exploit', 'full']"
41631,"['excitement', 'rise', 'tension', 'story', 'mindless']"
4233,"['paris', 'hilton', 'low', 'level', 'office', 'worker', 'calendar', 'feature', 'weimaraner', 'wear', 'hat', 'love']"
18273,"['finale', 'quite', 'notable', 'boast', 'enormous', 'body', 'count', 'countless', 'expend', 'ammunition', 'almost', 'hilarious', 'thanks', 'chaotic', 'extravagance']"
10683,"['hard', 'imagine', 'ham', 'fisted', 'attempt', 'genre', 'womb', 'horror', 'flat', 'foot', 'supernatural', 'drama', 'jewish', 'twist']"
24139,"['tame', 'course', 'today', 'standard', 'combine', 'cynical', 'racial', 'component', 'view', 'attack', 'civilized', 'american', 'society', 'general']"
32071,"['high', 'adventure', 'vertigo', 'blend', 'blood', 'bullet', 'make', 'tension', 'pack', 'tall', 'tale', 'spectacular', 'avalanche', 'dizzy', 'escapism']"
4014,"['already', 'many', 'great', 'adaption', 'classic', 'dickens', 'story', 'u2013', 'one', 'add', 'nothing', 'cgi', 'gimmicky', 'effect']"
79,"['columbus', 'company', 'craft', 'agreeable', 'mythological', 'jaunt', 'whole', 'family', 'enjoy', 'pay', 'matinee', 'price', 'still', 'mean', 'make', 'quest', 'multiplex', 'journey', 'worthy', 'undertaking']"
4832,"['ice', 'schlocky', 'idiotic', 'wipeout']"
20399,"['goofy', 'overblown', 'still', 'hard', 'resist']"
23258,"['dowdy', 'winning', 'poignant']"
11574,"['easily', 'one', 'funny', 'film', 'year']"
17768,"['cat', 'people', 'frighten', 'like', 'slasher', 'movie', 'use', 'shock', 'gore', 'frighten', 'eerie', 'mysterious', 'way', 'hard', 'define', 'screen', 'harbor', 'unseen', 'threat']"
13310,"['script', 'thomas', 'moffett', 'slickly', 'satirize', 'movie', 'industry', 'fascination', 'vampires', 'special', 'effect', 'without', 'especially', 'compel', 'original']"
34458,"['heartwarming', 'farm', 'story', 'touch', 'bit', 'scary']"
24150,"['rich', 'human', 'satisfying', 'titanic']"
48749,"['walker', 'characterization', 'like', 'brick', 'wall', 'end', 'quarter', 'mile', 'bring', 'credibility', 'dead', 'deadly', 'stop', 'every', 'time', 'open', 'mouth']"
22826,"['lang', 'movie', 'rare', 'thing', 'nail', 'bite', 'soul', 'searcher', 'steer', 'clear', 'analyze', 'deviance', 'startle', 'musing', 'punishment', 'fit', 'inhuman', 'crime']"
45031,"['crowd', 'please', 'enough', 'provide', 'pleasant', 'buzz']"
29316,"['great', 'performance', 'star']"
40108,"['see', 'fresh', 'eye', 'shekhar', 'kapur', 'elizabeth', 'light', 'masterpiece', 'theater', 'production', 'one', 'steep', 'rich', 'saturate', 'color', 'emotion', 'texture', 'film', 'enough', 'recommend', 'even', 'apart', 'story']"
6989,"['richard', 'kelly', 'return', 'tense', 'unnerving', 'jumpy', 'thriller', 'lose', 'focus', 'towards', 'end', 'donnie', 'darko', 'enter', 'twilight', 'zone']"
48891,"['end', 'seem', 'unfinished', 'leaf', 'audience', 'member', 'feel', 'like', 'strand', 'active', 'battleground']"
28932,"['film', 'offer', 'entertain', 'slice', 'modern', 'life', 'town', 'celebrate', 'elvis', 'presley', 'home']"
26277,"['lavishly', 'produce', 'oscar', 'nominate', 'epic', 'good', 'example', 'demille', 'type', 'spectacle']"
17069,"['doom', 'effort', 'fail', 'generate', 'much', 'excitement', 'either', 'visually', 'conceptually']"
38494,"['ainda', 'tenho', 'aquela', 'sensao', 'que', 'poderia', 'ter', 'emocionado', 'muito', 'com', 'esta', 'histria']"
14699,"['sporadically', 'watchable', 'yet', 'utterly', 'disposable']"
15645,"['ultra', 'contemporary', 'intelligent', 'drama', 'sprinkle', 'humor']"
46601,"['attempt', 'fluff', 'could', 'cute', 'tale', 'blow', 'dry', 'lay', 'flat', 'pad', 'subplots', 'broken', 'marriage', 'struggle', 'cancer', 'unnecessary', 'romeo', 'juliet', 'story']"
6529,"['fan', 'lousy', 'seasonal', 'cheer', 'dec', 'come', 'early']"
6603,"['film', 'must', 'come', 'end', 'two', 'half', 'hour', 'ready', 'bond', 'make', 'family', 'make', 'sudden', 'absence', 'feel', 'downright', 'brutal', 'blu', 'ray']"
49602,"['god', 'others', 'scary']"
38076,"['much', 'right', 'film', 'much', 'wrong', 'hard', 'know', 'begin', 'evaluate', 'idea']"
22988,"['huston', 'give', 'promise', 'become', 'one', 'smart', 'director', 'field']"
7256,"['even', 'though', 'predict', 'happens', 'still', 'fairly', 'compelling', 'movie', 'counting', 'card', 'blackjack', 'table']"
5714,"['bear', 'superficial', 'resemblance', 'conformist', 'garden', 'finzi', 'continis', 'sense', 'dreary', 'complacency', 'oppressively', 'museum', 'like', 'space', 'curiously', 'drab', 'natural', 'setting', 'ultimately', 'good', 'less', 'evocative']"
17620,"['frankly', 'earn', 'reputation']"
42778,"['despite', 'brazen', 'politics', 'mansfield', 'park', 'never', 'go', 'giddily', 'amok', 'promise']"
45101,"['art', 'war', 'keep', 'try', 'distract', 'wispy', 'inanity', 'go', 'blow', 'something', 'every', 'time', 'pause', 'reflect', 'wonder']"
5085,"['admirable', 'work']"
37739,"['wallow', 'ceaseless', 'bloodbath', 'emerges', 'like', 'protagonist', 'sleazy', 'second', 'rate']"
13187,"['veteran', 'hong', 'kong', 'filmmaker', 'mix', 'grand', 'gesture', 'john', 'woo', 'tactic', 'christopher', 'nolan', 'memento', 'result', 'range', 'silly', 'sublime']"
21484,"['first', 'still', 'best', 'version', 'cold', 'war', 'sci', 'despite', 'compromised', 'end', 'imposed', 'producer', 'walter', 'wanger', 'director', 'make', 'tale', 'less', 'downbeat', 'anarchic']"
31662,"['make', 'audience', 'feel', 'right', 'emotion', 'right', 'turn', 'ultimately', 'less', 'meet', 'eye']"
13878,"['particularly', 'deep', 'story', 'good', 'job', 'make', 'would', 'obvious', 'skinemax', 'movie', 'much', 'ambiguous']"
15868,"['predator', 'something', 'different', 'tone', 'altogether', 'absent', 'since', 'day', 'original', 'also', 'stand', 'film', 'today', 'make', 'enjoyable']"
107,"['plenty', 'lark', 'fast', 'move', 'fantasy', 'take', 'mythology', 'seriously', 'employ', 'actor', 'look', 'like', 'teenage', 'rabbit', 'headlight']"
2518,"['dead', 'arrival']"
46881,"['narrative', 'pallet', 'traffic', 'rich', 'tightly', 'weave', 'consistently', 'involve', 'character', 'well', 'develop', 'necessarily', 'limit', 'screen', 'time', 'allows']"
3640,"['work', 'effective', 'brutally', 'horrify', 'antithesis', 'usual', 'explosive', 'summer', 'fare']"
16971,"['timer', 'kanin', 'play', 'make', 'film', 'work', 'lose', 'political', 'bite', 'last', 'reel', 'preachy', 'comedy', 'make', 'mistake', 'dumb', 'blonde', 'judy', 'holliday', 'brilliant']"
8126,"['big', 'mystery', 'finance', 'texas', 'trillionaire', 'dallas', 'maverick', 'owner', 'mark', 'cuban', 'less', 'select', 'distribution']"
24965,"['thanks', 'poltergeist', 'still', 'sleep', 'light', 'world', 'change', 'closet']"
13993,"['cast', 'thousand', 'absurb', 'scenario', 'overcomes', 'overlong', 'oddity', 'movie']"
34656,"['mess', 'serve', 'one', 'least', 'student', 'hop', 'get', 'read', 'book', 'class']"
35276,"['best', 'thing', 'say', 'movie', 'action', 'scene', 'direct', 'peter', 'hyams', 'choreograph', 'flair', 'unfortunately', 'material', 'connecting', 'worthless']"
6897,"['like', 'good', 'moment', 'donnie', 'darko', 'kelly', 'serve', 'suspense', 'dread', 'move', 'act', 'three', 'send', 'story', 'nebulous', 'orbit']"
2719,"['short', 'story', 'blackmail', 'graft', 'intimidation', 'make', 'powerful', 'interesting', 'film', 'much', 'honour', 'due', 'must', 'robert', 'rossen', 'director']"
6747,"['technical', 'quality', 'effect', 'improve', 'inherent', 'cheesiness', 'saucer', 'eye', 'sleestak', 'remain', 'intact']"
47178,"['film', 'excite', 'watch', 'paint', 'dry', 'however', 'great', 'work', 'talented', 'actor']"
42150,"['frequently', 'hilarious']"
21364,"['john', 'ford', 'first', 'four', 'oscar', 'tale', 'betrayal', 'set', 'irish', 'revolution', '1922', 'impressive', 'visually', 'thematically']"
3195,"['movie', 'need', 'choreograph', 'dance', 'number', 'complete', 'circle']"
1644,"['hard', 'nail', 'noir', 'ish', 'thriller', 'often', 'underrated', 'richard', 'fleischer']"
23844,"['big', 'studio', 'film', 'still', 'superb', 'sea', 'sequence', 'dare', 'erotic', 'interlude', 'native', 'girl', 'pitcairn', 'island', 'remain', 'irresistible']"
18584,"['gorgeous', 'sumptuous', 'slow', 'arthritic', 'turtle']"
27573,"['chock', 'full', 'exotic', 'location', 'animal', 'desert', 'island', 'diy', 'ingenuity', 'high', 'spirit', 'excitement', 'poignant', 'subplot', 'involve', 'rivalry', 'two', 'elder', 'son']"
36874,"['jennifer', 'lopez', 'outstanding', 'selena', 'lending', 'ability', 'grace', 'stage', 'number', 'particular', 'throughout', 'film', 'general']"
10353,"['understand', 'amer', 'suppose', 'go', 'sort', 'spiritual', 'crisis', 'caland', 'play', 'self', 'center', 'precious', 'impossible', 'feel', 'sympathy']"
482,"['mel', 'gibson', 'remake', 'apocalypto', 'cast', 'geico', 'caveman', 'might', 'end', 'something', 'akin', '000']"
43275,"['disappointing', 'flick']"
26561,"['problem', 'routine', 'crime', 'law', 'enforcement', 'fantasy', 'kind', 'vague', 'stab', 'authenticity', 'completely', 'subvert', 'action', 'sequence', 'belong', 'road', 'runner', 'cartoon']"
